@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12}

@data
599,'2018/02/09 21:49:39:721',3,732.647827,258.84314,48.380478,691.384155,243.021484,68.662643,634.154419,247.800446,73.477554,585.858337,245.156891,72.969429,489.231567,254.725647,68.569702,2
600,'2018/02/09 21:49:39:771',3,730.168579,261.736664,48.042774,688.143433,245.922241,68.274765,632.513794,250.40947,73.000572,584.515015,247.591553,72.487793,487.989227,257.732483,68.111664,2
601,'2018/02/09 21:49:39:820',3,728.805176,266.003235,48.144207,685.548096,250.222412,68.326416,630.231567,254.059143,72.948227,582.697205,251.024307,72.378494,486.053436,260.508484,67.912186,2
602,'2018/02/09 21:49:39:873',3,727.475342,270.09552,48.084343,683.469177,254.841736,68.29554,628.215759,258.422058,72.847092,581.153564,255.00322,72.237885,484.454041,264.306396,67.69902,2
603,'2018/02/09 21:49:39:920',3,724.724243,274.625793,47.871132,679.268188,259.71405,68.067673,624.582581,263.049561,72.531311,577.730896,259.897858,71.886856,481.415894,269.34552,67.289597,2
604,'2018/02/09 21:49:39:970',3,721.605774,278.746826,47.587936,675.050781,265.216309,68.01532,620.215637,268.826904,72.435699,574.08313,265.165283,71.760811,477.55365,274.582184,67.123795,2
605,'2018/02/09 21:49:40:020',3,717.666382,283.883789,47.451027,669.71521,271.142426,67.884834,614.756897,274.940887,72.231339,569.106934,272.065125,71.517349,472.839447,280.410645,66.798019,2
606,'2018/02/09 21:49:40:071',3,712.741394,288.93573,47.036644,664.410767,276.912659,67.475479,609.692017,280.922729,71.776703,564.353821,277.71524,71.055161,468.321899,285.940735,66.329781,2
607,'2018/02/09 21:49:40:122',3,709.668701,294.601318,46.865677,659.940674,283.363831,67.319572,605.446228,286.88266,71.528618,560.532898,283.885254,70.764786,464.817169,291.215057,65.976387,2
608,'2018/02/09 21:49:40:171',3,708.66333,300.838684,46.267708,658.495728,290.40033,66.732101,603.918579,294.81366,70.919334,559.267639,291.90918,70.171036,464.179993,299.180298,65.434311,2
609,'2018/02/09 21:49:40:221',3,711.28833,306.112244,45.727547,660.876465,298.076477,66.256439,606.051941,302.58313,70.42482,561.615967,299.680786,69.705093,466.783661,306.730103,64.980644,2
610,'2018/02/09 21:49:40:270',3,714.800049,311.586426,44.832726,664.784424,305.874451,65.533112,609.999634,310.8284,69.714386,565.716309,307.796387,69.05632,470.673706,314.560181,64.363091,2
611,'2018/02/09 21:49:40:321',3,720.74292,318.6828,44.250999,670.860474,312.799866,65.016151,615.988037,319.031372,69.251923,571.848511,316.406677,68.626068,476.770325,324.672638,64.017593,2
612,'2018/02/09 21:49:40:371',3,728.108887,327.451416,43.57478,678.411499,322.234589,64.445541,622.893188,328.121033,68.702797,579.029724,325.00766,68.118057,483.886536,332.222595,63.565685,2
613,'2018/02/09 21:49:40:420',3,737.487549,335.090088,42.808025,687.589722,331.723999,63.820801,631.866699,337.594421,68.06929,588.151489,334.43689,67.528595,492.924194,340.562958,62.993755,2
614,'2018/02/09 21:49:40:470',3,743.932983,344.16925,41.98386,693.590576,341.999176,63.016602,637.615662,347.416748,67.220184,594.144226,343.831665,66.684486,498.903137,348.613312,62.103825,2
615,'2018/02/09 21:49:40:521',3,750.179565,353.112488,41.433609,700.048706,352.363129,62.617821,644.195923,357.66333,66.822952,600.881287,353.733948,66.33242,505.322968,357.530029,61.787106,2
616,'2018/02/09 21:49:40:572',3,754.358643,361.334412,40.899563,702.95929,362.058167,62.165012,647.004761,367.545166,66.311424,604.028259,363.477386,65.816704,508.230652,366.539917,61.211807,2
617,'2018/02/09 21:49:40:621',3,755.725037,367.187561,40.390366,703.47168,369.191864,61.744198,647.438293,375.035583,65.853333,604.947571,370.938782,65.356758,508.676086,373.891113,60.71822,2
618,'2018/02/09 21:49:40:671',3,753.675964,374.04184,39.937317,702.028137,376.279236,61.31461,646.010864,382.09903,65.442978,603.703552,377.963287,64.965515,507.059326,380.608521,60.368412,2
619,'2018/02/09 21:49:40:721',3,755.162598,378.672119,39.998341,700.724121,381.993591,61.378635,644.205811,387.939514,65.385132,602.441528,383.592468,64.852951,505.821808,385.639801,60.087555,2
620,'2018/02/09 21:49:40:771',3,754.694702,384.064148,39.715668,698.193726,388.502991,61.066257,641.307007,394.175842,64.986801,600.217712,389.502808,64.409218,503.27713,390.780945,59.512188,2
621,'2018/02/09 21:49:40:821',3,754.077881,387.222076,39.565643,695.959229,392.439484,60.882355,638.77063,397.917084,64.734001,598.149902,393.088226,64.113106,501.081696,393.74765,59.112434,2
622,'2018/02/09 21:49:40:870',3,747.869629,389.652435,39.167068,691.044556,394.201172,60.65239,633.751831,399.700562,64.583359,593.303894,395.090454,63.968796,495.462341,396.088287,59.049305,2
623,'2018/02/09 21:49:40:921',3,740.756836,390.138336,39.087341,681.814453,394.707642,60.50127,623.849548,400.565857,64.339981,583.407166,396.192749,63.647682,486.092773,397.60907,58.55426,2
624,'2018/02/09 21:49:40:970',3,726.380005,391.283264,39.276291,665.778931,395.139893,60.38451,607.103271,401.478119,64.105873,566.671204,397.407074,63.318764,470.079712,399.52533,58.01152,2
625,'2018/02/09 21:49:41:021',3,712.443726,391.925385,39.237816,647.204773,396.099609,60.382599,587.858459,402.787476,63.941093,547.426636,399.072601,63.024597,451.774567,401.960114,57.424866,2
626,'2018/02/09 21:49:41:070',3,698.724365,393.577362,39.221596,629.203735,398.169983,60.438568,569.01593,404.830322,63.841911,528.60907,401.04892,62.824802,433.964325,403.561218,56.981907,2
627,'2018/02/09 21:49:41:121',3,688.836548,395.137115,39.163326,614.58374,400.835175,60.292591,553.576782,407.445648,63.512894,513.172058,403.64856,62.383034,419.773315,405.974792,56.250195,2
628,'2018/02/09 21:49:41:171',3,678.295044,397.798798,39.17886,599.022034,404.491699,60.231098,537.266113,410.721741,63.265553,496.924042,406.772247,62.01939,404.740021,408.400574,55.609779,2
629,'2018/02/09 21:49:41:221',3,665.132446,399.325073,39.155823,583.988647,407.315125,60.143124,521.997803,413.509155,63.087551,481.699158,409.367462,61.815334,389.912476,410.251709,55.299088,2
630,'2018/02/09 21:49:41:272',3,654.842285,398.651184,39.357609,571.571655,406.873169,60.341248,509.365112,413.119507,63.212646,469.0047,409.082092,61.884754,377.622223,410.117828,55.238102,2
631,'2018/02/09 21:49:41:321',3,647.111572,395.564392,39.615517,562.044128,403.651703,60.544785,499.446991,409.616943,63.360039,458.909058,405.665771,61.952919,367.660156,406.785614,55.120712,2
632,'2018/02/09 21:49:41:371',3,642.022888,390.427917,39.945488,557.420471,397.951019,60.836639,494.635468,403.890198,63.6716,453.882202,400.048309,62.235641,362.175537,401.394531,55.328056,2
633,'2018/02/09 21:49:41:421',3,638.526978,382.043579,40.462215,556.345215,388.440277,61.255554,493.999115,394.594696,64.159348,452.590179,390.981689,62.729687,360.142822,392.749634,55.820873,2
634,'2018/02/09 21:49:41:470',3,636.945923,373.900085,41.014183,557.87915,379.495789,61.76741,496.086761,384.873688,64.821823,454.3367,381.865753,63.406113,360.947021,383.446594,56.603889,2
635,'2018/02/09 21:49:41:521',3,636.9104,364.690735,41.651329,560.492615,369.579437,62.383049,499.173737,374.686951,65.556732,457.228943,371.992798,64.171654,363.151245,373.809357,57.446484,2
636,'2018/02/09 21:49:41:571',3,635.14679,357.533508,42.237743,563.127563,359.990479,62.668182,502.60318,365.592407,65.928177,460.291138,363.212006,64.583679,365.706116,365.34845,57.996059,2
637,'2018/02/09 21:49:41:620',3,634.324402,349.079529,43.077065,565.468994,348.760437,63.494923,505.746094,353.877991,66.877373,463.095947,351.392212,65.593979,367.956116,353.207764,59.194447,2
638,'2018/02/09 21:49:41:671',3,633.840576,338.853027,43.993675,567.026733,336.763367,64.349068,507.662567,341.365784,67.816765,464.888855,339.109131,66.550568,369.258575,341.026733,60.23539,2
639,'2018/02/09 21:49:41:721',3,632.378052,328.405365,45.067249,567.623901,324.127563,65.463432,508.739532,328.346008,69.033447,465.849884,326.026764,67.817261,369.490265,328.017883,61.635582,2
640,'2018/02/09 21:49:41:771',3,630.747803,318.927887,45.909088,566.693115,313.719604,66.28302,508.105591,317.552612,69.894455,465.226563,315.299377,68.689835,368.52951,317.509644,62.552177,2
641,'2018/02/09 21:49:41:820',3,627.249939,307.247803,46.640976,564.794373,301.651184,66.900978,506.561676,304.765747,70.541191,463.923553,301.96701,69.368843,367.07959,303.155457,63.288757,2
642,'2018/02/09 21:49:41:871',3,626.431763,295.247437,48.436592,561.210938,287.107056,67.815536,502.617859,288.91449,71.4487,461.07666,286.325348,70.235229,366.986023,292.013245,64.172394,2
643,'2018/02/09 21:49:41:921',3,623.419678,288.299438,49.110218,560.084473,277.522156,68.341667,501.756409,278.28775,72.004074,460.161652,275.157043,70.799332,365.430359,280.039001,64.826805,2
644,'2018/02/09 21:49:41:971',3,620.365845,280.460815,49.712093,558.99939,269.044189,68.820969,501.287659,269.460083,72.488586,459.400848,266.422729,71.280319,364.194489,270.944092,65.380394,2
645,'2018/02/09 21:49:42:020',3,615.850159,269.391968,50.001431,556.503479,257.310547,69.09845,499.837677,257.90155,72.803955,457.709351,254.995529,71.626503,362.101379,260.175537,65.863266,2
646,'2018/02/09 21:49:42:071',3,610.132507,257.400574,50.241165,552.637817,245.729263,69.413704,496.673981,246.589127,73.183594,454.40329,243.224243,72.06813,358.779572,249.203705,66.452057,2
647,'2018/02/09 21:49:42:121',3,602.885071,246.3535,50.869331,544.75531,233.504608,70.002716,489.275543,235.303314,73.744919,446.958282,231.651276,72.627853,352.028473,238.098114,67.016479,2
648,'2018/02/09 21:49:42:171',3,592.035828,234.788513,51.566048,531.877808,219.27298,70.458458,476.339417,221.585663,74.136353,434.079407,218.776337,72.949356,340.457977,226.179688,67.277527,2
649,'2018/02/09 21:49:42:221',3,581.610352,226.152069,52.369843,518.258118,207.792725,70.935349,462.002411,208.80835,74.478668,419.921753,207.242432,73.173157,327.987976,214.574402,67.324028,2
650,'2018/02/09 21:49:42:272',3,568.322388,218.911224,52.996674,501.946838,198.515411,71.165771,445.322784,198.649475,74.530548,403.23111,197.693359,73.097008,312.77179,204.02417,67.008347,2
651,'2018/02/09 21:49:42:321',3,553.912292,215.478424,53.173054,485.631805,193.96814,71.105522,428.455383,194.190613,74.324951,386.883789,192.677704,72.788277,297.324829,197.377747,66.470764,2
652,'2018/02/09 21:49:42:371',3,539.088623,213.313995,53.261982,468.737549,192.295258,71.159348,411.430023,193.78183,74.275658,370.062531,191.97583,72.671005,281.848389,196.770264,66.160835,2
653,'2018/02/09 21:49:42:421',3,526.418152,214.459137,53.318722,455.114075,193.177948,71.143509,397.269104,195.325684,74.167763,356.236572,194.027588,72.490807,268.903381,197.265259,65.783936,2
654,'2018/02/09 21:49:42:471',3,511.841187,217.087982,53.393509,438.391479,197.113434,71.071136,380.165039,197.412994,73.926544,339.285187,196.893951,72.121971,254.892731,201.098785,65.125687,2
655,'2018/02/09 21:49:42:521',3,502.218964,220.2995,53.389381,427.768555,200.38266,71.056213,369.388733,199.790039,73.838852,328.009979,197.529877,71.968201,246.673981,205.862061,64.681236,2
656,'2018/02/09 21:49:42:572',3,495.037964,226.35907,53.029678,419.438141,207.895081,70.761322,360.576019,207.423309,73.430878,319.622284,202.190277,71.503517,245.785873,217.146729,63.181034,2
657,'2018/02/09 21:49:42:620',3,491.460358,234.268646,52.630733,416.80365,215.450562,70.405731,357.696991,215.521484,73.079926,316.887482,209.804504,71.157196,248.081924,227.810638,62.115723,2
658,'2018/02/09 21:49:42:672',3,488.164429,245.065384,52.308464,414.049316,225.391266,69.996971,355.367828,226.218079,72.663094,313.726196,220.677948,70.708008,250.394623,240.9198,61.006081,2
659,'2018/02/09 21:49:42:721',3,490.059845,255.616608,52.757149,412.649658,236.389862,70.414925,353.607544,238.120789,73.009583,311.577209,234.452179,70.968369,251.814636,255.240311,61.023682,2
660,'2018/02/09 21:49:42:770',3,496.885529,265.251892,52.698589,413.452942,248.620422,70.446808,353.824249,250.759735,72.948799,311.704773,249.672348,70.824913,254.053513,270.791046,60.853584,2
661,'2018/02/09 21:49:42:821',3,500.437866,274.330597,52.09016,414.933105,259.531982,69.988586,355.251709,263.403198,72.525665,312.952454,263.425873,70.443481,252.626404,283.914063,60.870434,2
662,'2018/02/09 21:49:42:871',3,502.431519,281.061005,52.007397,414.904205,266.862305,69.918938,354.58194,272.005188,72.421127,312.636566,272.099792,70.350586,246.668396,289.479279,61.340744,2
663,'2018/02/09 21:49:42:922',3,504.326904,289.124725,51.557999,414.459229,276.003906,69.344147,353.465088,281.82016,71.766075,311.841339,281.674377,69.690063,239.182266,295.144165,61.265469,2
664,'2018/02/09 21:49:42:971',3,507.602173,296.837891,50.855007,416.034393,284.507507,68.695717,354.621582,290.03894,71.088089,313.060394,289.874359,69.006729,236.00061,301.68576,60.913383,2
665,'2018/02/09 21:49:43:021',3,510.452789,303.880188,50.10775,418.753326,292.429382,68.074692,357.162354,297.611847,70.449226,315.529114,296.722321,68.380737,237.203827,307.477539,60.331345,2
666,'2018/02/09 21:49:43:072',3,515.390747,312.365601,49.453339,422.295197,300.696259,67.522293,360.433929,305.551331,69.85498,318.998871,303.793274,67.777176,239.586411,313.614288,59.773037,2
667,'2018/02/09 21:49:43:122',3,523.027771,320.07309,48.757397,427.406189,309.154541,67.066498,365.25705,314.155579,69.336884,324.544678,312.931854,67.228302,243.933289,320.946655,59.235542,2
668,'2018/02/09 21:49:43:171',3,531.503296,327.840088,47.85149,434.430542,317.879578,66.489891,372.049957,322.933685,68.747437,331.340088,321.764038,66.642761,249.566483,328.995667,58.722885,2
669,'2018/02/09 21:49:43:220',3,539.527405,336.369934,46.964455,442.725372,328.158997,65.904297,380.158447,333.78717,68.195358,339.327484,332.702515,66.13266,256.274048,339.905823,58.325718,2
670,'2018/02/09 21:49:43:271',3,545.338867,345.143372,46.11232,451.01712,338.552124,65.201584,388.200775,344.295349,67.565796,347.302673,343.164368,65.567726,262.909637,349.823914,57.891289,2
671,'2018/02/09 21:49:43:321',3,551.484924,355.41391,45.514969,459.352631,349.507141,64.834816,396.293762,355.26178,67.301971,355.452362,354.335419,65.364052,269.560364,360.651825,57.853615,2
672,'2018/02/09 21:49:43:371',3,555.478699,365.508179,44.760906,464.611115,361.573059,64.414665,401.055481,367.296356,66.92804,360.520691,366.512695,65.020348,272.922699,371.276123,57.632931,2
673,'2018/02/09 21:49:43:420',3,555.349731,374.322998,44.218742,465.043701,372.373199,63.906754,401.282745,377.977081,66.390381,360.783508,377.129944,64.472641,272.467865,380.573822,57.114006,2
674,'2018/02/09 21:49:43:471',3,553.908081,379.987305,43.943115,462.772888,380.00296,63.679554,398.644745,385.686646,66.084724,358.173553,384.691956,64.134247,269.803314,387.001038,56.735733,2
675,'2018/02/09 21:49:43:521',3,549.214111,385.424957,43.384716,456.991974,387.133575,63.269348,392.303619,392.616608,65.610222,351.763031,391.314972,63.628757,263.517029,392.577179,56.183678,2
676,'2018/02/09 21:49:43:571',3,542.32196,387.559753,43.016418,447.155396,390.669556,62.941849,381.915314,395.968506,65.142776,341.597687,394.390167,63.083679,254.312851,395.021362,55.481319,2
677,'2018/02/09 21:49:43:621',3,531.416626,387.33252,42.624054,432.965576,391.834961,62.504047,367.3396,396.94162,64.543709,327.144836,395.143097,62.386177,240.777939,394.975433,54.581146,2
678,'2018/02/09 21:49:43:672',3,520.634399,386.342834,42.394615,420.477844,390.522186,62.150185,354.624329,395.210876,64.104233,314.411774,393.389893,61.864746,228.596924,392.745667,53.918289,2
679,'2018/02/09 21:49:43:721',3,507.315308,384.397064,41.991383,405.880585,388.226685,61.656502,339.790009,392.314575,63.562607,299.725128,390.716919,61.246353,214.271927,389.546478,53.200562,2
680,'2018/02/09 21:49:43:772',3,496.471252,381.902893,41.697884,393.384094,385.998352,61.219131,327.093689,389.793213,63.051037,287.417816,388.42688,60.659668,202.4608,387.104767,52.486069,2
681,'2018/02/09 21:49:43:821',3,485.474976,380.25058,41.549397,381.412964,384.7547,60.752968,315.197449,388.50235,62.504997,275.746033,387.028961,60.063232,191.182922,385.433563,51.77129,2
682,'2018/02/09 21:49:43:872',3,473.932739,379.572205,41.356182,368.482391,384.055145,60.33041,302.243591,387.760925,61.990891,263.006836,386.163757,59.496185,178.993607,383.804382,51.109219,2
683,'2018/02/09 21:49:43:921',3,464.30011,379.361816,41.382023,357.535248,383.788086,60.100872,291.203796,387.294708,61.670979,252.182541,385.6091,59.118931,168.674057,382.334137,50.628414,2
684,'2018/02/09 21:49:43:971',3,451.7146,378.868042,41.134045,343.885742,382.83963,59.699997,277.447205,386.138763,61.20266,238.550415,384.35321,58.604969,155.468277,380.571472,50.021442,2
685,'2018/02/09 21:49:44:020',3,443.694916,378.01358,41.63467,332.211975,382.07666,59.776237,265.481445,385.1875,61.064362,226.724396,383.041016,58.343319,146.791595,380.355347,49.51474,2
686,'2018/02/09 21:49:44:071',3,434.84903,375.450714,41.915649,319.605621,380.603821,59.644928,253.020203,383.834015,60.722992,213.511185,381.139862,57.877029,136.751801,379.627197,48.771137,2
687,'2018/02/09 21:49:44:121',3,429.423004,372.868927,41.795647,313.979736,377.823273,59.545067,247.676514,380.951843,60.627735,207.708588,378.068298,57.774448,131.186432,376.728943,48.64719,2
688,'2018/02/09 21:49:44:172',3,425.374878,366.020752,41.892017,310.825287,369.850403,59.906479,245.024246,372.378845,61.085133,204.652023,369.55896,58.248749,127.633759,368.056915,49.199383,2
689,'2018/02/09 21:49:44:222',3,424.180084,355.790833,41.934696,315.452789,358.938782,60.188087,250.296265,361.56012,61.611031,209.525208,359.050812,58.912582,130.231354,357.781006,50.169498,2
690,'2018/02/09 21:49:44:271',3,428.039093,342.971466,42.84866,325.867859,347.125977,61.185856,261.048157,350.106964,62.867596,220.237701,348.526703,60.31044,138.772156,348.05896,51.899303,2
691,'2018/02/09 21:49:44:323',3,433.076935,334.255188,43.866199,334.453522,337.577301,62.289063,269.951721,340.326965,64.116875,229.332336,338.89502,61.646461,146.84996,338.294983,53.447052,2
692,'2018/02/09 21:49:44:371',3,439.784576,322.440613,45.449905,347.132843,325.895691,63.862587,283.771729,329.403687,65.899933,243.007614,328.341248,63.570625,159.086899,328.674469,55.673248,2
693,'2018/02/09 21:49:44:421',3,445.112366,312.704773,46.632,356.74234,314.392212,65.034889,294.15744,317.372742,67.231888,253.270325,315.882965,65.006531,168.438553,316.057312,57.323826,2
694,'2018/02/09 21:49:44:471',3,450.384308,300.299072,47.998524,365.332794,300.329742,66.398964,303.433563,303.24585,68.719116,262.609039,302.063599,66.560081,176.98262,302.772064,59.049835,2
695,'2018/02/09 21:49:44:521',3,450.302277,290.717163,49.102139,367.322479,288.931824,67.347076,305.287933,290.240356,69.723618,265.203308,289.681793,67.561531,179.286499,289.299774,60.115547,2
696,'2018/02/09 21:49:44:571',3,447.770813,282.470032,50.024387,366.923218,279.843445,68.231628,305.00589,280.20343,70.659393,265.237183,279.747437,68.518127,179.024033,278.190369,61.149467,2
697,'2018/02/09 21:49:44:621',3,443.268433,272.458557,51.050426,363.243896,268.327179,69.044029,301.572235,268.709381,71.436234,262.029175,268.258911,69.270187,176.163406,266.324097,61.856865,2
698,'2018/02/09 21:49:44:671',3,437.596222,262.980835,51.698299,358.229248,257.953278,69.558044,296.624146,258.326263,71.933395,257.152466,258.276398,69.751587,171.548279,257.160675,62.31295,2
699,'2018/02/09 21:49:44:721',3,429.421112,255.702774,52.25901,348.567505,248.7258,69.972595,286.950592,248.967255,72.269173,247.788879,249.138779,70.030937,163.803619,248.547073,62.542728,2
700,'2018/02/09 21:49:44:771',3,421.502197,251.524826,52.650101,339.514587,241.886017,70.249809,277.881287,242.989777,72.491119,238.892197,242.981903,70.182556,156.428116,241.876221,62.636368,2
701,'2018/02/09 21:49:44:821',3,411.296448,247.609131,53.105495,327.219971,234.812897,70.516678,265.709564,237.265442,72.688354,226.905365,237.658295,70.272903,145.637726,235.563141,62.599895,2
702,'2018/02/09 21:49:44:871',3,399.031342,244.763763,53.053844,314.349945,229.539307,70.272316,253.017822,232.029114,72.406189,214.358551,233.28714,69.919556,133.934296,230.641632,62.15197,2
703,'2018/02/09 21:49:44:921',3,385.832062,241.707825,52.963284,301.602875,225.095184,69.981323,240.185532,227.237579,72.051529,201.909943,228.843628,69.488457,123.512756,226.588928,61.607525,2
704,'2018/02/09 21:49:44:971',3,374.184448,240.637787,52.850666,290.349487,222.919159,69.731506,228.677841,225.32019,71.763168,190.629395,225.961304,69.132553,113.736481,223.266357,61.13665,2
705,'2018/02/09 21:49:45:024',3,363.682129,239.375671,52.54007,280.472107,221.15744,69.333618,218.328186,224.55658,71.3834,180.749542,224.26535,68.706703,104.761536,221.667114,60.608459,2
706,'2018/02/09 21:49:45:071',3,355.917053,239.619781,52.105728,273.623291,223.056824,68.903603,211.406967,227.318634,70.948456,173.966888,225.583801,68.237068,98.693359,222.924377,60.064999,2
707,'2018/02/09 21:49:45:122',3,351.461243,241.61676,51.537933,269.624817,226.033112,68.25489,208.0867,232.681458,70.381592,169.948166,229.588959,67.658173,95.034393,228.645508,59.467018,2
708,'2018/02/09 21:49:45:171',3,350.812164,249.859512,50.951443,268.221619,234.710449,67.596527,207.897888,242.460632,69.763672,168.639511,238.427185,67.015762,93.89978,238.259735,58.741486,2
709,'2018/02/09 21:49:45:221',3,353.098328,255.704773,50.544846,268.985107,242.27179,67.295158,209.713623,250.703613,69.465744,169.727844,246.140396,66.75135,94.63736,247.515106,58.459934,2
710,'2018/02/09 21:49:45:271',3,360.51944,264.75708,49.469776,273.682648,253.383469,66.4627,216.419006,262.83429,68.696701,175.081543,259.079498,66.081604,98.775269,262.562256,57.848061,2
711,'2018/02/09 21:49:45:321',3,365.529694,275.414124,48.318844,278.62442,265.393005,65.453064,222.417267,274.255981,67.746185,180.962418,272.19873,65.244919,103.239899,275.817383,57.163933,2
712,'2018/02/09 21:49:45:371',3,371.134064,283.914337,47.529438,282.35733,275.841492,64.838348,226.63472,283.544434,67.082115,185.746338,282.938965,64.656837,106.460663,287.668396,56.644726,2
713,'2018/02/09 21:49:45:421',3,375.496429,292.029602,46.748283,285.016815,286.106628,64.145706,227.966431,291.673828,66.284882,187.978958,291.76825,63.881119,108.25592,296.559052,55.875195,2
714,'2018/02/09 21:49:45:471',3,379.046173,301.603577,46.028034,286.961975,297.767395,63.456966,227.446213,301.519775,65.482925,188.372772,301.976929,63.080902,108.769836,305.807739,55.075493,2
715,'2018/02/09 21:49:45:521',3,382.395081,310.943848,45.328079,288.281464,307.131409,62.549721,227.200653,310.710876,64.444748,188.768356,311.471649,62.004604,109.848999,314.809875,53.987179,2
716,'2018/02/09 21:49:45:570',3,384.020233,319.493286,44.712666,288.405304,316.38385,61.818989,226.595978,320.137878,63.590714,188.350632,320.628296,61.115078,109.158783,321.993164,53.08387,2
717,'2018/02/09 21:49:45:621',3,385.837891,327.096436,44.122715,289.261993,323.502899,61.165455,227.133255,327.215118,62.847008,189.277405,328.039429,60.313072,109.400085,326.783905,52.30019,2
718,'2018/02/09 21:49:45:671',3,387.974335,334.798279,43.636414,289.773712,331.32785,60.706802,227.087418,335.111053,62.309086,189.250488,335.639404,59.748779,110.682922,335.277924,51.73336,2
719,'2018/02/09 21:49:45:723',3,390.080719,341.785339,43.484978,288.542358,338.937531,60.418999,225.467072,343.078857,61.876446,188.062469,343.85791,59.232586,112.386749,346.305206,51.097485,2
720,'2018/02/09 21:49:45:771',3,386.905151,347.394348,43.03532,283.552643,344.457703,59.863914,220.601227,348.866486,61.218071,183.241364,349.260468,58.528168,108.76355,351.927124,50.349812,2
721,'2018/02/09 21:49:45:821',3,386.293182,352.081543,43.345371,279.48175,350.062561,59.887993,216.21254,354.563843,61.075417,179.690796,355.511169,58.276669,107.913879,359.510193,50.001984,2
722,'2018/02/09 21:49:45:872',3,384.349365,358.695251,42.593674,276.163818,356.282684,59.397835,212.821991,360.31543,60.578045,176.374191,360.721832,57.783592,105.657898,364.025116,49.610344,2
723,'2018/02/09 21:49:45:921',3,386.990112,363.077118,42.29768,276.042236,361.724304,59.127762,212.554214,366.301331,60.211555,176.312897,366.735748,57.374359,108.17215,371.795258,49.139023,2
724,'2018/02/09 21:49:45:971',3,389.518188,366.386353,41.967209,275.926025,366.605652,58.853439,212.405396,371.753845,59.852867,175.867645,371.968079,56.988373,108.958893,377.749817,48.669334,2
725,'2018/02/09 21:49:46:021',3,391.219696,369.769043,41.951885,275.85672,370.420166,58.505211,212.321396,376.230408,59.397522,175.565643,376.519318,56.479691,110.643402,383.598083,48.062309,2
726,'2018/02/09 21:49:46:070',3,388.362366,374.567169,41.848225,275.845306,373.853027,57.807617,212.110321,379.506348,58.685043,175.006561,379.687256,55.752434,110.759796,386.938477,47.326973,2
727,'2018/02/09 21:49:46:121',3,386.019714,377.857208,42.023735,276.769104,376.803101,57.536476,213.101959,382.586761,58.387833,175.348282,382.354065,55.453396,111.93634,389.464935,47.027107,2
728,'2018/02/09 21:49:46:171',3,386.562408,382.068939,42.291794,278.159882,379.341431,57.365482,215.273926,385.864075,58.098286,176.752716,384.7966,55.143257,114.587494,392.547791,46.687286,2
729,'2018/02/09 21:49:46:221',3,386.370605,382.602509,42.294697,280.638519,381.139679,57.216148,217.99704,387.511749,57.937988,179.048447,386.155579,54.98909,117.451111,393.197571,46.604118,2
730,'2018/02/09 21:49:46:271',3,387.212311,382.717834,42.18618,282.762787,381.818115,57.093918,219.904999,388.098358,57.83622,181.259995,386.923065,54.899696,119.816132,393.712372,46.564827,2
731,'2018/02/09 21:49:46:321',3,388.454132,382.507141,42.010509,285.159821,381.938354,56.955624,222.004807,387.947815,57.750507,183.597153,387.10379,54.824604,122.330536,394.009949,46.544048,2
732,'2018/02/09 21:49:46:372',3,389.502472,382.169983,41.571053,288.450073,381.338837,56.701267,225.053711,386.863281,57.619522,186.638687,386.205566,54.743111,124.286346,392.950623,46.573391,2
733,'2018/02/09 21:49:46:421',3,390.434204,381.713623,41.194096,291.027191,380.689545,56.42337,227.464508,385.601532,57.400059,189.026093,384.701294,54.553329,125.538269,390.475708,46.437218,2
734,'2018/02/09 21:49:46:471',3,391.197144,380.838531,41.051071,292.282288,380.009094,56.297256,228.704025,384.829041,57.307388,190.364594,384.287567,54.459827,126.953827,390.363708,46.356571,2
735,'2018/02/09 21:49:46:523',3,391.211029,380.406647,40.998199,292.787109,379.621948,56.25304,229.099319,384.2854,57.295429,190.730423,383.918274,54.451813,127.347137,390.451752,46.324932,2
736,'2018/02/09 21:49:46:571',3,391.095459,380.300873,41.003498,293.339264,379.470886,56.229015,229.612137,384.190826,57.280014,191.386383,384.054382,54.431305,126.438477,389.97052,46.222672,2
737,'2018/02/09 21:49:46:621',3,391.281219,380.913361,41.004944,294.02356,379.805481,56.219215,230.447449,384.709106,57.276051,192.277603,384.701172,54.428299,126.400848,390.184631,46.196789,2
738,'2018/02/09 21:49:46:671',3,391.275513,381.78006,40.933182,294.454498,380.462769,56.152599,230.819382,385.12912,57.213074,192.620438,384.959351,54.368103,125.993378,389.827728,46.126732,2
739,'2018/02/09 21:49:46:721',3,391.689606,382.131897,40.797638,294.779755,380.900665,56.07048,231.085602,385.346741,57.137447,192.809937,385.049622,54.295166,126.040344,389.578918,46.075634,2
