@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12}

@data
4782,'2018/02/09 22:46:37:430',35,429.905151,335.37085,49.319611,317.468811,337.985107,52.998795,240.621765,330.695679,61.404175,296.358765,348.176636,38.49316,270.617554,344.574829,38.497196,8
4783,'2018/02/09 22:46:37:479',35,428.961914,330.496765,50.171246,315.853577,333.359985,53.553562,237.854706,325.838623,61.801651,296.837738,342.637085,38.960335,271.20752,338.856018,38.935764,8
4784,'2018/02/09 22:46:37:529',35,425.136932,322.195129,51.219704,311.470703,324.174591,54.609489,233.994568,315.797791,62.708027,292.781189,334.179077,39.967976,267.404175,329.983643,39.937038,8
4785,'2018/02/09 22:46:37:579',35,420.447357,311.058105,52.393219,306.211792,314.014954,55.578896,228.143677,304.94928,63.564251,288.840302,323.856995,40.963242,263.661804,319.401794,40.895947,8
4786,'2018/02/09 22:46:37:631',35,415.429443,301.338501,53.027138,300.961853,304.142334,56.072968,222.946045,294.175415,64.062157,283.602356,314.374756,41.68531,258.629578,309.607178,41.556236,8
4787,'2018/02/09 22:46:37:680',35,410.336456,290.36908,53.926949,295.928436,294.080261,56.65897,217.174911,283.671844,64.592331,279.890106,305.225769,42.550545,254.891296,300.420715,42.31329,8
4788,'2018/02/09 22:46:37:729',35,407.514801,283.495605,54.390579,293.264954,287.269379,56.894279,214.268677,276.16864,64.858101,278.010864,298.058258,42.848892,252.927322,293.196442,42.618874,8
4789,'2018/02/09 22:46:37:779',35,405.21637,274.899384,55.031986,291.481415,279.514252,57.233227,211.86586,267.08374,65.302361,276.520569,290.89505,43.552277,251.398392,285.991394,43.211102,8
4790,'2018/02/09 22:46:37:829',35,405.338318,268.064331,55.414425,292.502655,272.865601,57.446102,212.528854,259.690918,65.553032,277.351349,285.080444,44.062927,252.220978,280.120117,43.59428,8
4791,'2018/02/09 22:46:37:879',35,407.521912,263.169006,55.567974,297.002533,268.343994,57.540413,216.860733,255.129471,65.702728,280.427002,282.164886,44.72142,255.201965,277.239868,44.018204,8
4792,'2018/02/09 22:46:37:929',35,413.655029,261.153992,55.996811,304.549011,265.71524,57.899261,224.210403,252.663574,66.189125,287.264618,280.261841,45.376534,261.86618,275.559814,44.579636,8
4793,'2018/02/09 22:46:37:979',35,426.568146,260.394897,56.032585,319.971008,265.28894,57.987381,240.607361,252.244614,66.691658,300.320709,280.386566,45.854946,274.074036,276.18927,45.192097,8
4794,'2018/02/09 22:46:38:030',35,442.93924,259.730011,56.776722,339.003113,267.321289,58.255424,259.253235,253.317551,68.008682,316.469971,280.824768,47.028812,289.371796,277.291931,46.543346,8
4795,'2018/02/09 22:46:38:080',35,466.325806,260.501801,57.301144,362.980927,268.277344,59.245502,286.018036,254.932617,69.520119,336.976349,280.968445,48.179218,309.453827,277.710083,47.882652,8
4796,'2018/02/09 22:46:38:130',35,485.873444,262.234009,57.514885,382.628418,269.898682,59.92807,308.93689,256.053986,70.68222,352.615265,280.700317,48.955761,325.049255,277.198517,48.820351,8
4797,'2018/02/09 22:46:38:179',35,502.38797,263.118958,57.38715,399.955505,270.883942,60.105415,329.758118,255.463654,71.31926,366.159851,279.603302,49.305008,338.709595,275.682709,49.323536,8
4798,'2018/02/09 22:46:38:230',35,522.932068,261.503448,57.729187,420.194305,272.425568,60.188076,353.079407,254.817566,72.25161,383.780182,276.643402,49.879944,356.584747,272.148499,50.051411,8
4799,'2018/02/09 22:46:38:279',35,539.585571,260.730469,57.2682,436.494202,274.483246,59.47681,376.819946,252.509995,72.819931,396.191864,274.902954,50.169273,369.696564,269.577423,50.502609,8
4800,'2018/02/09 22:46:38:330',35,555.864502,258.868591,56.84045,453.418427,276.082764,58.834297,401.325623,250.472061,73.445648,409.821411,274.936951,50.740849,383.660065,269.392792,51.240238,8
4801,'2018/02/09 22:46:38:380',35,575.449829,256.238403,56.012997,475.0737,276.088135,58.118042,433.082031,246.692627,73.882782,427.768463,274.494965,51.288399,401.924774,268.940918,51.99926,8
4802,'2018/02/09 22:46:38:429',35,591.540222,256.357727,54.816322,490.697357,275.510101,57.109337,464.838776,242.818848,74.078514,440.768463,272.19577,51.808136,415.926239,265.945251,52.622025,8
4803,'2018/02/09 22:46:38:479',35,603.234009,257.976746,53.390724,502.094421,274.812988,55.943966,492.671448,240.23642,73.635811,451.072357,269.696136,51.772545,427.372467,262.711975,52.693016,8
4804,'2018/02/09 22:46:38:530',35,612.651001,259.223389,52.203564,512.13501,275.559814,55.200359,514.58728,239.850098,73.207764,460.353333,269.672729,51.783718,437.295624,262.469025,52.813602,8
4805,'2018/02/09 22:46:38:579',35,619.096741,259.922668,50.995304,519.631409,276.503357,54.497257,533.536133,239.084656,72.674393,467.321655,270.197998,51.757828,444.891113,262.945557,52.963467,8
4806,'2018/02/09 22:46:38:629',35,623.999634,261.06781,49.908333,524.739502,277.738617,53.68129,547.111877,239.914795,72.049637,472.399811,270.688477,51.334068,450.769226,263.518341,52.768559,8
4807,'2018/02/09 22:46:38:679',35,626.653198,262.394806,48.828377,528.561584,278.986084,53.047733,557.63623,240.972351,71.358261,475.700989,271.73938,50.993725,454.33963,264.521606,52.414757,8
4808,'2018/02/09 22:46:38:730',35,627.011108,264.460327,48.08812,528.790771,280.213562,52.689308,563.497009,242.001373,70.892181,475.33252,272.085449,50.573456,454.905884,264.826385,52.175091,8
4809,'2018/02/09 22:46:38:781',35,626.066345,266.400391,47.478874,527.261902,281.324341,52.508869,567.028503,242.313385,70.426682,473.522858,272.140045,50.281139,453.845764,264.693726,51.966801,8
4810,'2018/02/09 22:46:38:830',35,624.522095,268.55249,46.880154,524.10144,282.500671,52.60321,569.511841,243.64093,70.118591,470.221436,271.564758,50.151897,451.404449,263.786713,51.916012,8
4811,'2018/02/09 22:46:38:880',35,619.34259,272.114685,45.918678,518.901184,284.639282,52.27404,570.247559,244.860077,69.1437,464.756104,272.877686,49.729752,446.773621,264.760559,51.53627,8
4812,'2018/02/09 22:46:38:930',35,614.684204,276.059265,45.316669,513.648682,287.381042,52.156246,568.048157,248.08342,68.560318,459.307007,274.44458,49.346439,442.112305,266.171875,51.237797,8
4813,'2018/02/09 22:46:38:979',35,612.198364,279.03772,44.842533,512.075806,290.084534,52.13559,565.273987,250.42659,67.95192,456.419373,277.222534,48.970127,439.135559,268.82373,50.835861,8
4814,'2018/02/09 22:46:39:029',35,609.491211,284.991455,44.15831,509.861389,296.453369,51.60495,560.594788,257.042358,67.137146,453.144592,283.836121,48.143333,435.452179,275.52829,50.002655,8
4815,'2018/02/09 22:46:39:080',35,611.151978,290.402527,43.502861,512.024536,302.832214,51.120735,559.212402,263.884094,66.391495,454.199524,290.922424,47.398754,435.982391,282.761658,49.236671,8
4816,'2018/02/09 22:46:39:130',35,612.974854,296.385895,43.109474,512.077881,309.23764,50.681156,559.662292,271.249725,66.095032,455.40271,297.205872,47.090229,437.067291,289.036804,48.92329,8
4817,'2018/02/09 22:46:39:180',35,614.919067,303.743256,42.606178,513.584839,316.766296,50.221939,561.457886,280.384277,65.732758,457.077789,304.390381,46.670101,438.763245,296.273315,48.525448,8
4818,'2018/02/09 22:46:39:230',35,619.341614,312.19635,41.948856,517.722778,326.461609,49.543774,565.052063,293.147278,65.403084,461.048065,313.450928,46.065063,442.549194,305.71283,48.000072,8
4819,'2018/02/09 22:46:39:280',35,626.000549,322.118103,41.742249,524.368225,337.27124,49.168419,568.541382,304.232117,65.156769,467.283417,324.43808,45.535446,448.078186,316.988129,47.452419,8
4820,'2018/02/09 22:46:39:329',35,628.313538,333.446198,41.274677,524.243042,347.580872,48.729919,573.245483,314.5802,64.828262,469.234772,333.558411,45.30983,450.444611,325.684448,47.203651,8
4821,'2018/02/09 22:46:39:380',35,633.094421,340.337128,40.862701,527.522888,355.295441,48.074402,576.574219,322.140747,64.414825,473.634521,341.19342,44.783375,454.639832,333.432861,46.678375,8
4822,'2018/02/09 22:46:39:430',35,634.142944,346.113831,40.572083,527.681213,361.032471,47.883751,579.936035,329.282593,64.353149,474.705139,346.051636,44.780281,456.172913,338.204041,46.725346,8
4823,'2018/02/09 22:46:39:482',35,636.716187,353.643677,39.958637,529.872864,369.590637,47.231739,580.837524,335.54953,63.563049,477.133972,355.375305,44.074852,458.2258,347.486084,45.961376,8
4824,'2018/02/09 22:46:39:531',35,638.105835,360.068726,39.799412,530.783081,376.669006,46.986107,581.828491,343.271912,63.403362,478.478149,362.376892,43.899429,459.548889,354.52243,45.796654,8
4825,'2018/02/09 22:46:39:579',35,641.808289,364.445068,39.838531,534.252136,382.32486,46.854908,583.019226,350.04538,63.48745,481.842865,368.10672,43.772213,462.584717,360.545135,45.689056,8
4826,'2018/02/09 22:46:39:630',35,646.678467,370.102875,39.679176,538.60907,389.962738,46.268745,583.923828,357.818542,63.290367,486.639648,376.553802,43.33363,466.597687,369.483093,45.244579,8
4827,'2018/02/09 22:46:39:679',35,648.429443,376.097229,39.616932,539.554688,395.836945,45.691364,582.619141,365.073303,63.181984,488.553101,382.835571,43.011951,468.114868,376.189667,44.98634,8
4828,'2018/02/09 22:46:39:729',35,649.255371,382.591187,39.373421,542.513184,402.479523,44.837994,579.877625,372.664307,62.558369,490.906586,390.931519,42.254112,469.616882,385.036926,44.25853,8
4829,'2018/02/09 22:46:39:780',35,652.777344,389.599243,39.467377,546.276489,409.26828,44.220455,579.663757,381.765503,62.510235,495.312073,398.938019,41.935818,473.1026,393.794098,43.884354,8
4830,'2018/02/09 22:46:39:830',35,651.660095,395.207336,39.430588,545.225037,413.483276,43.826218,576.764404,387.127563,62.313091,494.678375,403.777069,41.67038,472.06427,398.865479,43.553196,8
4831,'2018/02/09 22:46:39:881',35,647.510681,400.711365,39.722584,539.86261,417.944824,43.959988,570.01178,393.587402,62.607704,489.771667,407.970459,41.810562,466.97287,403.018616,43.618317,8
4832,'2018/02/09 22:46:39:932',35,638.682922,405.391357,40.219757,528.990173,421.238678,44.024429,556.468201,398.93457,62.991722,480.065125,410.994965,41.891712,457.064789,405.97348,43.626366,8
4833,'2018/02/09 22:46:39:980',35,616.787598,412.681458,40.749805,575.291016,393.357056,59.779396,524.95459,399.623505,63.543686,464.925537,423.955719,45.25563,437.349548,414.150177,45.139458,8
4834,'2018/02/09 22:46:40:029',35,603.986816,414.541138,42.857296,544.464783,399.184143,61.521156,499.215057,402.472107,64.556969,451.913818,428.199402,45.416626,424.692322,418.544037,45.087395,8
4835,'2018/02/09 22:46:40:080',35,590.580688,414.901978,44.429825,515.74469,399.69989,62.506207,471.900024,403.374725,65.049988,438.402588,430.026917,45.27298,411.042755,420.646912,44.908173,8
4836,'2018/02/09 22:46:40:130',35,578.598206,412.503815,45.627804,487.762665,396.708954,62.966328,446.642334,401.32074,65.110191,427.386536,430.417297,45.011345,399.550232,421.544281,44.577599,8
4837,'2018/02/09 22:46:40:179',35,568.112549,408.551514,46.729744,461.04837,392.648956,63.007835,421.907379,398.378967,64.772118,419.432098,429.287994,44.636158,391.191315,421.119446,43.977341,8
4838,'2018/02/09 22:46:40:230',35,555.77301,406.940735,47.436993,439.214294,391.937836,62.931793,400.584167,397.897736,64.42997,408.776367,428.296631,44.262897,380.665558,420.315399,43.466248,8
4839,'2018/02/09 22:46:40:280',35,542.953491,404.769623,48.272839,417.579132,390.656982,62.921661,379.019897,397.058594,64.141121,398.449219,426.919312,43.9561,371.178589,419.291992,43.010624,8
4840,'2018/02/09 22:46:40:330',35,531.694397,402.757507,49.025261,400.779877,388.419556,63.184799,362.781738,395.172974,64.271423,390.953827,424.750305,43.56353,364.795288,417.555389,42.845009,8
4841,'2018/02/09 22:46:40:380',35,525.407166,399.595215,49.427788,390.878235,383.546448,63.235909,352.696686,391.468689,64.202141,389.375061,420.807861,43.034527,363.969849,414.356934,42.460323,8
4842,'2018/02/09 22:46:40:429',35,519.02478,395.989655,49.366936,382.857697,379.241882,63.10688,343.89328,388.827271,63.975033,386.572205,416.98407,42.359615,360.280457,411.459229,41.966541,8
4843,'2018/02/09 22:46:40:480',35,512.069031,392.379883,49.393757,374.847534,374.925293,63.032669,334.325287,385.459351,63.791683,382.306793,412.629425,42.02412,355.06897,407.866821,41.776005,8
4844,'2018/02/09 22:46:40:529',35,504.494751,388.766418,49.459324,364.713135,371.528717,62.864315,322.979523,382.785645,63.514187,377.3461,409.650818,42.066044,349.588654,405.572998,41.751358,8
4845,'2018/02/09 22:46:40:580',35,491.302734,384.616333,49.195972,350.369751,365.984375,62.471596,307.584106,379.024628,63.088722,367.014404,406.603027,42.081432,338.719849,403.425018,41.678555,8
4846,'2018/02/09 22:46:40:632',35,477.018555,382.150635,49.16399,333.67691,363.780457,62.20517,290.435913,378.154846,62.689072,355.657104,404.632629,41.879669,327.082886,402.105835,41.373096,8
4847,'2018/02/09 22:46:40:680',35,462.697815,380.784119,48.722984,319.320709,363.481506,61.913315,275.196289,377.523987,62.327812,341.933502,402.29837,41.438,313.227509,400.025299,40.89563,8
4848,'2018/02/09 22:46:40:730',35,449.691742,380.002747,47.9575,307.649231,362.499146,61.184475,262.510925,375.536743,61.610199,329.529968,400.20752,40.665825,300.693634,398.02356,40.143368,8
4849,'2018/02/09 22:46:40:780',35,439.600067,380.458557,47.264877,299.743225,361.175293,60.60199,253.951889,374.019958,61.035278,319.607605,398.520508,39.939957,290.565125,396.200439,39.52063,8
4850,'2018/02/09 22:46:40:829',35,437.431213,379.040649,46.043152,301.893707,361.871277,60.115204,256.285095,374.939087,60.711285,316.118896,397.339722,39.183617,286.74408,395.278442,38.94471,8
4851,'2018/02/09 22:46:40:879',35,445.370636,377.626221,44.625801,320.108521,361.339966,59.714588,274.740265,373.810699,60.71801,321.598114,395.466278,38.810505,292.128601,393.423065,38.715576,8
4852,'2018/02/09 22:46:40:930',35,456.406677,375.086914,42.455097,343.468628,362.42627,58.795372,299.674316,375.397583,60.130993,332.214478,391.90799,37.684303,302.580566,390.288055,37.793282,8
4853,'2018/02/09 22:46:40:980',35,473.741516,370.696472,40.105698,371.717346,363.209412,57.385033,329.520569,376.415283,59.002838,349.458069,387.735077,36.221779,319.790558,386.697937,36.556755,8
4854,'2018/02/09 22:46:41:030',35,479.958588,368.24176,38.068478,390.587708,363.602173,56.227058,349.403656,376.334961,58.265469,353.545959,385.553009,35.364723,324.093384,384.521362,35.944519,8
4855,'2018/02/09 22:46:41:081',35,486.517609,365.672424,36.535503,407.568939,364.92038,55.486019,367.760284,377.983307,57.825199,357.333069,385.279755,34.89753,328.190735,384.185699,35.698746,8
4856,'2018/02/09 22:46:41:130',35,488.388062,366.233948,35.678329,417.559387,365.315063,55.01968,376.630341,377.062988,57.50827,354.31662,380.908905,34.424049,326.239624,378.90802,35.620033,8
4857,'2018/02/09 22:46:41:179',35,491.789429,363.406403,35.428146,424.389587,367.252716,54.896183,383.850647,378.386688,57.468224,352.21994,379.061218,34.335468,326.306061,376.331146,35.775547,8
4858,'2018/02/09 22:46:41:230',35,492.595764,362.719055,35.558109,428.672791,367.531769,55.078629,388.585052,377.549316,57.790707,349.012634,377.513855,34.774948,325.134125,373.903656,36.351826,8
4859,'2018/02/09 22:46:41:280',35,493.25293,362.2724,35.864288,432.007263,367.792236,55.371307,392.326294,376.976379,58.185196,347.717102,376.006714,35.320244,325.019806,371.947784,36.984879,8
4860,'2018/02/09 22:46:41:330',35,493.264832,362.526337,36.54805,432.06427,368.001343,55.986614,391.794159,376.091675,58.874027,346.621765,374.118652,35.968468,324.573761,369.763855,37.671185,8
4861,'2018/02/09 22:46:41:381',35,494.049255,360.710632,37.232048,432.06308,367.20343,56.649212,391.090179,374.95813,59.560394,346.654449,372.042938,36.546089,324.898743,367.716248,38.283432,8
4862,'2018/02/09 22:46:41:430',35,493.776184,358.421326,37.815273,430.689606,363.986908,57.283779,388.499023,371.574585,60.21225,346.005829,369.571075,36.895561,324.65918,365.011993,38.605251,8
4863,'2018/02/09 22:46:41:480',35,493.377136,356.723511,38.186119,429.127258,360.519989,57.671947,386.471954,368.631775,60.543205,345.864044,367.52652,36.815849,324.695404,362.956665,38.483395,8
4864,'2018/02/09 22:46:41:529',35,492.275879,356.2948,38.403572,428.140564,357.574036,57.898598,385.291107,366.389496,60.718254,345.893799,365.909607,36.584183,324.775085,361.549988,38.244247,8
4865,'2018/02/09 22:46:41:580',35,493.661652,356.428223,38.584145,428.408447,356.43692,58.116219,385.254822,365.404419,60.903084,347.763367,364.769257,36.435955,326.585999,360.800354,38.137566,8
4866,'2018/02/09 22:46:41:630',35,496.368652,356.716095,38.644371,429.643799,355.229126,58.283264,386.259827,364.292908,61.041634,350.580353,364.141113,36.365986,329.136017,360.26947,38.032776,8
4867,'2018/02/09 22:46:41:680',35,499.276062,357.480835,38.585766,432.032715,354.490509,58.343956,388.458527,363.407562,61.104912,353.611389,363.553711,36.319489,332.05304,359.673157,37.962036,8
4868,'2018/02/09 22:46:41:730',35,502.576782,357.072937,38.519222,435.107025,352.360718,58.423157,391.52298,361.308105,61.20948,356.827087,362.64679,36.355499,335.197754,358.73584,37.975288,8
4869,'2018/02/09 22:46:41:781',35,504.621399,358.453369,38.524906,435.250397,350.466919,58.630604,390.970612,358.978455,61.431396,359.237854,362.177917,36.432053,337.426453,358.273254,38.017254,8
4870,'2018/02/09 22:46:41:830',35,506.587952,359.499115,38.828156,435.472809,345.463623,58.871429,389.059296,353.023865,61.782619,362.751343,361.129303,36.667812,340.388184,357.291199,38.169785,8
4871,'2018/02/09 22:46:41:879',35,506.679504,360.499451,39.089245,436.897766,342.628815,58.942028,387.952637,350.441528,61.90625,363.8862,361.172913,36.811172,341.111145,357.474976,38.316719,8
4872,'2018/02/09 22:46:41:930',35,507.765259,361.045471,39.38932,440.649292,337.459839,59.01675,387.876282,347.445496,62.018143,365.493591,361.580994,37.013664,342.388062,357.776855,38.463394,8
4873,'2018/02/09 22:46:41:980',35,509.965759,361.408997,39.612225,443.059509,333.045349,59.032047,388.148468,345.534058,62.017574,367.972137,362.448578,37.093727,344.468567,358.68927,38.517017,8
4874,'2018/02/09 22:46:42:030',35,510.535553,362.448792,39.627281,444.86261,330.89798,59.012043,388.146484,345.397583,61.983639,368.667053,363.001038,37.071907,344.825134,359.348297,38.531536,8
4875,'2018/02/09 22:46:42:080',35,512.728699,362.218018,39.956261,443.600006,370.09552,50.288097,388.589111,346.588013,62.064781,371.173218,363.282593,37.204105,346.720001,359.827209,38.62014,8
4876,'2018/02/09 22:46:42:130',35,512.564819,363.932495,39.873993,442.728821,367.971191,51.050125,388.373749,348.426575,61.854992,370.05899,364.35614,37.21006,345.275848,360.711029,38.578785,8
4877,'2018/02/09 22:46:42:179',35,512.326111,364.60321,39.719868,442.12384,365.71582,51.346733,388.412109,348.946442,61.746464,369.071838,364.679443,37.186226,344.069977,360.960083,38.548195,8
4878,'2018/02/09 22:46:42:231',35,510.27774,364.855225,39.471825,439.522308,364.251251,51.047134,387.770966,349.14917,61.657482,366.50531,364.163208,37.103149,341.335571,360.384033,38.474571,8
4879,'2018/02/09 22:46:42:280',35,509.615234,364.578308,39.226421,437.19574,363.560425,50.381519,387.955597,349.555359,61.607174,365.179352,363.609375,37.022163,339.929016,359.917786,38.43409,8
4880,'2018/02/09 22:46:42:329',35,509.577209,363.179871,39.072693,436.226013,362.550873,49.735191,389.082733,349.211517,61.608208,364.923828,362.489197,36.988541,339.610596,359.006714,38.449493,8
4881,'2018/02/09 22:46:42:380',35,509.549133,361.384094,39.026642,435.477997,360.959961,49.399532,389.263489,348.218567,61.613922,364.782379,361.208984,36.920177,339.236572,357.965668,38.400093,8
4882,'2018/02/09 22:46:42:430',35,508.706879,360.847565,39.04538,433.807037,360.213196,49.27206,388.090942,347.843079,61.624851,363.734253,360.649841,36.803703,338.001068,357.55072,38.281384,8
4883,'2018/02/09 22:46:42:482',35,508.191711,360.328003,39.084862,432.632751,359.452423,49.225029,387.114929,347.309204,61.657669,363.14856,360.323914,36.742947,337.272766,357.336731,38.211891,8
4884,'2018/02/09 22:46:42:530',35,507.251801,359.844635,39.127464,431.171906,358.547424,49.175018,385.736786,346.909241,61.648163,362.51358,360.126068,36.601707,336.615021,357.426575,38.108124,8
4885,'2018/02/09 22:46:42:579',35,506.512512,359.576965,39.140232,429.835693,357.732391,49.199516,384.698608,346.780457,61.643745,361.937988,359.960815,36.547726,336.045349,357.358398,38.064228,8
4886,'2018/02/09 22:46:42:630',35,505.704956,359.733917,39.159603,428.632202,357.451263,49.247707,383.69754,347.066223,61.651894,361.202454,359.86731,36.518345,335.328217,357.289429,38.039261,8
4887,'2018/02/09 22:46:42:680',35,505.35498,359.632385,39.117805,427.885986,356.90271,49.250114,383.048676,346.867554,61.601418,360.828796,359.91449,36.455246,334.948303,357.371704,37.97797,8
4888,'2018/02/09 22:46:42:730',35,504.881409,359.215912,39.002773,426.920532,355.992981,49.147888,381.937836,346.126282,61.424255,360.44339,359.720337,36.278877,334.492218,357.195801,37.790558,8
4889,'2018/02/09 22:46:42:780',35,504.596466,358.864746,38.936878,426.179565,355.549988,49.046246,380.817322,345.897827,61.283699,360.326233,359.490601,36.121059,334.289276,357.035522,37.626015,8
4890,'2018/02/09 22:46:42:829',35,504.243164,358.981262,38.926746,425.23703,355.223816,49.020969,379.599365,345.821899,61.193878,360.115082,359.576538,36.023071,333.98053,357.113068,37.515518,8
4891,'2018/02/09 22:46:42:880',35,503.745331,358.900482,38.889824,423.974365,355.06781,48.951748,377.82428,345.941284,61.077263,359.694672,359.841187,35.898075,333.451721,357.462982,37.381462,8
4892,'2018/02/09 22:46:42:932',35,502.840881,358.574707,38.761368,422.64267,354.745789,48.824017,376.290588,345.83374,60.943909,358.78595,359.876953,35.756687,332.468811,357.530151,37.225273,8
4893,'2018/02/09 22:46:42:980',35,501.970551,358.6745,38.698059,420.958374,354.826935,48.718048,374.21814,346.307617,60.801003,358.094543,360.086395,35.584381,331.691376,357.812683,37.044914,8
4894,'2018/02/09 22:46:43:029',35,499.496277,358.423004,38.383041,418.080017,354.598877,48.451488,371.686157,346.547852,60.508911,355.710571,360.515198,35.286816,329.265442,358.389313,36.7584,8
4895,'2018/02/09 22:46:43:080',35,496.72998,359.07309,38.298332,415.275818,354.985474,48.304543,368.64209,347.20636,60.276962,353.84787,361.428589,35.072117,327.273804,359.339203,36.518517,8
4896,'2018/02/09 22:46:43:130',35,494.426636,359.246796,38.313442,412.88913,354.353699,48.334209,366.137512,346.900208,60.144196,352.680023,362.065002,35.034286,325.930695,359.949829,36.455017,8
4897,'2018/02/09 22:46:43:180',35,491.519287,359.222473,38.242714,409.580902,353.877441,48.272038,362.297913,346.991455,59.93959,350.521515,362.202484,34.867798,323.591644,360.056213,36.247536,8
4898,'2018/02/09 22:46:43:229',35,489.35434,359.192017,38.175018,406.79184,353.697693,48.14962,358.892029,347.110596,59.735771,348.979034,362.820831,34.766712,321.875427,360.631531,36.092213,8
4899,'2018/02/09 22:46:43:280',35,488.187103,359.18335,38.162434,404.869019,353.82019,48.077778,356.231018,347.612366,59.597233,348.30722,363.362061,34.707169,321.04071,361.156403,35.98251,8
4900,'2018/02/09 22:46:43:331',35,486.353088,359.384583,38.085407,402.73642,354.099121,47.958572,353.62973,348.128906,59.43544,347.078247,364.263062,34.698898,319.607117,361.983948,35.917343,8
4901,'2018/02/09 22:46:43:380',35,484.438843,359.843658,38.027493,400.589325,354.677368,47.873627,351.078461,348.900269,59.316814,345.505432,365.263062,34.659695,317.969666,363.05127,35.895447,8
4902,'2018/02/09 22:46:43:430',35,483.287109,360.197754,37.990383,399.528778,354.940399,47.847557,349.872589,349.307312,59.25877,344.510315,365.652832,34.646278,316.939209,363.417358,35.881111,8
4903,'2018/02/09 22:46:43:480',35,482.587982,360.360107,38.001595,398.872406,355.076172,47.82029,348.920715,349.616058,59.209618,344.075775,365.912292,34.632622,316.422607,363.637817,35.832634,8
4904,'2018/02/09 22:46:43:530',35,482.353973,360.467529,38.006222,398.755249,355.10199,47.790657,348.702637,349.603668,59.189049,343.972534,366.132385,34.650261,316.26535,363.821533,35.829636,8
4905,'2018/02/09 22:46:43:580',35,482.32663,360.499939,38.007622,398.724091,355.044434,47.771637,348.646301,349.557495,59.167229,344.006683,366.188965,34.651909,316.262054,363.853973,35.81992,8
4906,'2018/02/09 22:46:43:631',35,482.275848,360.382751,37.957127,398.667572,354.72168,47.720211,348.720581,349.188812,59.105576,343.953033,366.111633,34.638496,316.145203,363.702393,35.780216,8
4907,'2018/02/09 22:46:43:680',35,482.076538,360.3909,37.956398,398.282104,354.571533,47.694416,348.336761,349.149231,59.061138,343.809296,366.186707,34.641411,315.975525,363.739044,35.762177,8
4908,'2018/02/09 22:46:43:731',35,481.84137,360.286499,38.002823,397.798737,354.579407,47.707104,347.675171,349.318726,59.068954,343.694275,366.505676,34.71347,315.806763,364.037872,35.790989,8
4909,'2018/02/09 22:46:43:780',35,480.762512,360.407471,38.068245,396.633636,354.754639,47.722504,346.374512,349.616211,59.110443,342.698914,366.732635,34.805359,314.808441,364.258728,35.881237,8
4910,'2018/02/09 22:46:43:830',35,479.87149,360.587524,38.109009,395.585785,354.975098,47.712437,345.151123,349.899719,59.143421,341.663483,366.981567,34.919228,313.801849,364.419189,35.977455,8
4911,'2018/02/09 22:46:43:880',35,479.049866,360.804962,38.176479,394.856659,355.114777,47.68782,344.365784,350.184753,59.158749,340.828735,367.25589,35.032539,312.974915,364.539551,36.025352,8
4912,'2018/02/09 22:46:43:931',35,478.547791,360.96402,38.274796,394.335114,355.37793,47.745533,343.784729,350.631714,59.221874,340.368744,367.68042,35.142483,312.488983,364.939941,36.101028,8
4913,'2018/02/09 22:46:43:982',35,478.544434,361.717468,38.410694,394.636475,355.87323,47.917477,344.032745,351.360779,59.339695,340.384491,368.100525,35.244267,312.568939,365.321838,36.200008,8
4914,'2018/02/09 22:46:44:032',35,479.451111,362.106689,38.533901,395.719452,356.15271,48.128632,344.945404,351.94162,59.452129,341.284607,368.529968,35.326927,313.556976,365.832214,36.307819,8
4915,'2018/02/09 22:46:44:080',35,479.514923,362.242188,38.545338,396.108917,355.980469,48.227821,345.350708,351.970215,59.461624,341.434296,368.5802,35.32692,313.730774,365.883728,36.308895,8
4916,'2018/02/09 22:46:44:131',35,479.674866,362.24292,38.565331,396.34079,355.826996,48.333221,345.519043,352.067932,59.480766,341.513092,368.52124,35.30574,313.886414,365.876038,36.308525,8
4917,'2018/02/09 22:46:44:182',35,479.584351,362.262085,38.587811,396.422668,355.671997,48.411343,345.590485,352.127808,59.496479,341.439301,368.413513,35.287655,313.845276,365.772552,36.290276,8
4918,'2018/02/09 22:46:44:231',35,479.330231,362.281738,38.694633,396.327393,355.716278,48.496281,345.307678,352.436066,59.556389,341.501068,368.286987,35.307579,313.918884,365.710632,36.318928,8
4919,'2018/02/09 22:46:44:280',35,479.149841,362.387085,38.776405,396.112762,355.820618,48.534901,344.811493,352.647034,59.569748,341.654205,368.410461,35.323883,314.064423,365.86496,36.332863,8
4920,'2018/02/09 22:46:44:330',35,478.741394,362.4646,38.828453,395.682434,355.982544,48.562798,344.211548,352.915344,59.586418,341.481964,368.561157,35.350388,313.871918,366.009338,36.336884,8
